,pokedex_number,name,generation,status,species,type_number,type_1,type_2,height,weight,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
283,231,Phanpy,2,Normal,Long Nose Pokémon,1,Ground,,0.508,33.527899999999995,2,Pickup,,Sand Veil,330,90,60,60,40,40,40,120.0,70.0,66.0,Medium Fast,1,Field,,50.0,20.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
284,232,Donphan,2,Normal,Armor Pokémon,1,Ground,,1.0922,120.10570000000001,2,Sturdy,,Sand Veil,500,90,120,120,60,60,50,60.0,70.0,175.0,Medium Fast,1,Field,,50.0,20.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
285,233,Porygon2,2,Normal,Virtual Pokémon,1,Normal,,0.6096,32.52910000000001,3,Trace,Download,Analytic,515,85,80,90,105,95,60,45.0,70.0,180.0,Medium Fast,1,Mineral,,,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
286,234,Stantler,2,Normal,Big Horn Pokémon,1,Normal,,1.397,71.26438,3,Intimidate,Frisk,Sap Sipper,465,73,95,62,85,65,85,45.0,70.0,163.0,Slow,1,Field,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
287,235,Smeargle,2,Normal,Painter Pokémon,1,Normal,,1.1938,58.052980000000005,3,Own Tempo,Technician,Moody,250,55,20,35,20,45,75,45.0,70.0,88.0,Fast,1,Field,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
288,236,Tyrogue,2,Normal,Scuffle Pokémon,1,Fighting,,0.7112,21.0202,3,Guts,Steadfast,Vital Spirit,210,35,35,35,35,35,35,75.0,70.0,42.0,Medium Fast,0,Undiscovered,,100.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
289,237,Hitmontop,2,Normal,Handstand Pokémon,1,Fighting,,1.397,48.04228,3,Intimidate,Technician,Steadfast,455,50,95,95,35,110,70,45.0,70.0,159.0,Medium Fast,1,Human-Like,,100.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
290,238,Smoochum,2,Normal,Kiss Pokémon,2,Ice, Psychic,0.4064,6.00642,3,Oblivious,Forewarn,Hydration,305,45,30,15,85,65,65,45.0,70.0,61.0,Medium Fast,0,Undiscovered,,0.0,25.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,2.0,2.0,2.0,1.0,2.0,2.0,1.0
291,239,Elekid,2,Normal,Electric Pokémon,1,Electric,,0.6096,23.52174,2,Static,,Vital Spirit,360,45,63,37,65,55,95,45.0,70.0,72.0,Medium Fast,0,Undiscovered,,75.0,25.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
292,240,Magby,2,Normal,Live Coal Pokémon,1,Fire,,0.7112,21.41972,2,Flame Body,,Vital Spirit,365,45,75,37,70,55,83,45.0,70.0,73.0,Medium Fast,0,Undiscovered,,75.0,25.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
293,241,Miltank,2,Normal,Milk Cow Pokémon,1,Normal,,1.1938,75.5683,3,Thick Fat,Scrappy,Sap Sipper,490,95,80,105,40,70,100,45.0,70.0,172.0,Slow,1,Field,,0.0,20.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
294,242,Blissey,2,Normal,Happiness Pokémon,1,Normal,,1.4986000000000002,46.843720000000005,3,Natural Cure,Serene Grace,Healer,540,255,10,10,75,135,55,30.0,140.0,608.0,Fast,1,Fairy,,0.0,40.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
295,243,Raikou,2,Sub Legendary,Thunder Pokémon,1,Electric,,1.9050000000000002,178.15868,2,Pressure,,Inner Focus,580,90,85,75,115,100,115,3.0,35.0,261.0,Slow,0,Undiscovered,,,80.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
296,244,Entei,2,Sub Legendary,Volcano Pokémon,1,Fire,,2.1082,198.18008,2,Pressure,,Inner Focus,580,115,115,85,90,75,100,3.0,35.0,261.0,Slow,0,Undiscovered,,,80.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
297,245,Suicune,2,Sub Legendary,Aurora Pokémon,1,Water,,2.0066,187.16604,2,Pressure,,Inner Focus,580,100,75,115,90,115,85,3.0,35.0,261.0,Slow,0,Undiscovered,,,80.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
298,246,Larvitar,2,Normal,Rock Skin Pokémon,2,Rock, Ground,0.6096,72.06342,2,Guts,,Sand Veil,300,50,64,50,45,50,41,45.0,35.0,60.0,Slow,1,Monster,,50.0,40.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
299,247,Pupitar,2,Normal,Hard Shell Pokémon,2,Rock, Ground,1.1938,152.1354,1,Shed Skin,,,410,70,84,70,65,70,51,45.0,35.0,144.0,Slow,1,Monster,,50.0,40.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
300,248,Tyranitar,2,Normal,Armor Pokémon,2,Rock, Dark,2.0066,202.17982,2,Sand Stream,,Unnerve,600,100,134,110,95,100,61,45.0,35.0,270.0,Slow,1,Monster,,50.0,40.0,0.5,0.5,2.0,1.0,2.0,1.0,4.0,0.5,2.0,0.5,0.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0
301,248,Mega Tyranitar,2,Normal,Armor Pokémon,2,Rock, Dark,2.4892000000000003,255.22972,1,Sand Stream,,,700,100,164,150,95,120,71,45.0,35.0,315.0,Slow,1,Monster,,50.0,40.0,0.5,0.5,2.0,1.0,2.0,1.0,4.0,0.5,2.0,0.5,0.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0
302,249,Lugia,2,Legendary,Diving Pokémon,2,Psychic, Flying,5.207000000000001,216.19480000000001,2,Pressure,,Multiscale,680,106,90,130,90,154,110,3.0,0.0,306.0,Slow,0,Undiscovered,,,120.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
303,250,Ho-oh,2,Legendary,Rainbow Pokémon,2,Fire, Flying,3.8100000000000005,199.17888000000002,2,Pressure,,Regenerator,680,106,130,90,110,154,90,3.0,0.0,306.0,Slow,0,Undiscovered,,,120.0,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5
304,251,Celebi,2,Mythical,Time Travel Pokémon,2,Psychic, Grass,0.6096,5.00308,1,Natural Cure,,,600,100,100,100,100,100,100,45.0,100.0,270.0,Medium Slow,0,Undiscovered,,,120.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,2.0,0.5,2.0,0.5,4.0,1.0,2.0,1.0,2.0,1.0,1.0
305,252,Treecko,3,Normal,Wood Gecko Pokémon,1,Grass,,0.508,5.00308,2,Overgrow,,Unburden,310,40,45,35,65,55,70,45.0,70.0,62.0,Medium Slow,2,Dragon, Monster,87.5,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
306,253,Grovyle,3,Normal,Wood Gecko Pokémon,1,Grass,,0.889,21.61948,2,Overgrow,,Unburden,405,50,65,45,85,65,95,45.0,70.0,142.0,Medium Slow,2,Dragon, Monster,87.5,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
307,254,Sceptile,3,Normal,Forest Pokémon,1,Grass,,1.7018,52.246320000000004,2,Overgrow,,Unburden,530,70,85,65,105,85,120,45.0,70.0,239.0,Medium Slow,2,Dragon, Monster,87.5,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
308,254,Mega Sceptile,3,Normal,Forest Pokémon,2,Grass, Dragon,1.9050000000000002,55.2518,1,Lightning Rod,,,630,70,110,75,145,85,145,45.0,70.0,284.0,Medium Slow,2,Dragon, Monster,87.5,20.0,1.0,1.0,0.25,0.0,0.25,4.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0
309,255,Torchic,3,Normal,Chick Pokémon,1,Fire,,0.4064,2.50154,2,Blaze,,Speed Boost,310,45,60,40,70,50,45,45.0,70.0,62.0,Medium Slow,1,Field,,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
310,256,Combusken,3,Normal,Young Fowl Pokémon,2,Fire, Fighting,0.889,19.51746,2,Blaze,,Speed Boost,405,60,85,60,85,60,55,45.0,70.0,142.0,Medium Slow,1,Field,,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
311,257,Blaziken,3,Normal,Blaze Pokémon,2,Fire, Fighting,1.9050000000000002,52.04656,2,Blaze,,Speed Boost,530,80,120,70,110,70,80,45.0,70.0,239.0,Medium Slow,1,Field,,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
312,257,Mega Blaziken,3,Normal,Blaze Pokémon,2,Fire, Fighting,1.9050000000000002,52.04656,1,Speed Boost,,,630,80,160,80,130,80,100,45.0,70.0,284.0,Medium Slow,1,Field,,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
313,258,Mudkip,3,Normal,Mud Fish Pokémon,1,Water,,0.4064,7.609040000000001,2,Torrent,,Damp,310,50,70,50,50,50,40,45.0,70.0,62.0,Medium Slow,2,Monster, Water 1,87.5,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
314,259,Marshtomp,3,Normal,Mud Fish Pokémon,2,Water, Ground,0.7112,28.02542,2,Torrent,,Damp,405,70,85,70,60,70,50,45.0,70.0,142.0,Medium Slow,2,Monster, Water 1,87.5,20.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
315,260,Swampert,3,Normal,Mud Fish Pokémon,2,Water, Ground,1.4986000000000002,81.97424000000001,2,Torrent,,Damp,535,100,110,90,85,90,60,45.0,70.0,241.0,Medium Slow,2,Monster, Water 1,87.5,20.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
316,260,Mega Swampert,3,Normal,Mud Fish Pokémon,2,Water, Ground,1.9050000000000002,102.09098,1,Swift Swim,,,635,100,150,110,95,110,70,45.0,70.0,286.0,Medium Slow,2,Monster, Water 1,87.5,20.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
317,261,Poochyena,3,Normal,Bite Pokémon,1,Dark,,0.508,13.61092,3,Run Away,Quick Feet,Rattled,220,35,55,35,30,30,35,255.0,70.0,56.0,Medium Fast,1,Field,,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
318,262,Mightyena,3,Normal,Bite Pokémon,1,Dark,,0.9906000000000001,37.032779999999995,3,Intimidate,Quick Feet,Moxie,420,70,90,70,60,60,70,127.0,70.0,147.0,Medium Fast,1,Field,,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
319,263,Zigzagoon,3,Normal,TinyRaccoon Pokémon,1,Normal,,0.4064,17.51532,3,Pickup,Gluttony,Quick Feet,240,38,30,41,30,41,60,255.0,70.0,56.0,Medium Fast,1,Field,,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
320,263,Galarian Zigzagoon,3,Normal,Tiny Raccoon Pokémon,2,Dark, Normal,0.4064,17.51532,3,Pickup,Gluttony,Quick Feet,240,38,30,41,30,41,60,,,,Medium Fast,1,Field,,,15.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.5,1.0,2.0
321,264,Linoone,3,Normal,Rushing Pokémon,1,Normal,,0.508,32.52910000000001,3,Pickup,Gluttony,Quick Feet,420,78,70,61,50,61,100,90.0,70.0,147.0,Medium Fast,1,Field,,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
322,264,Galarian Linoone,3,Normal,Rushing Pokémon,2,Dark, Normal,0.508,32.52910000000001,3,Pickup,Gluttony,Quick Feet,420,78,70,61,50,61,100,,,,Medium Fast,1,Field,,,15.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.5,1.0,2.0
323,265,Wurmple,3,Normal,Worm Pokémon,1,Bug,,0.3048,3.60476,2,Shield Dust,,Run Away,195,45,45,35,20,30,20,255.0,70.0,56.0,Medium Fast,1,Bug,,50.0,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
324,266,Silcoon,3,Normal,Cocoon Pokémon,1,Bug,,0.6096,10.0107,1,Shed Skin,,,205,50,35,55,25,25,15,120.0,70.0,72.0,Medium Fast,1,Bug,,50.0,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
325,267,Beautifly,3,Normal,Butterfly Pokémon,2,Bug, Flying,0.9906000000000001,28.42494,2,Swarm,,Rivalry,395,60,70,50,100,50,65,45.0,70.0,178.0,Medium Fast,1,Bug,,50.0,15.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
326,268,Cascoon,3,Normal,Cocoon Pokémon,1,Bug,,0.7112,11.5089,1,Shed Skin,,,205,50,35,55,25,25,15,120.0,70.0,72.0,Medium Fast,1,Bug,,50.0,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
327,269,Dustox,3,Normal,Poison Moth Pokémon,2,Bug, Poison,1.1938,31.630180000000003,2,Shield Dust,,Compound Eyes,385,60,50,70,50,90,65,45.0,70.0,173.0,Medium Fast,1,Bug,,50.0,15.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
328,270,Lotad,3,Normal,Water Weed Pokémon,2,Water, Grass,0.508,2.60142,3,Swift Swim,Rain Dish,Own Tempo,220,40,30,30,40,50,30,255.0,70.0,44.0,Medium Slow,2,Grass, Water 1,50.0,15.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
329,271,Lombre,3,Normal,Jolly Pokémon,2,Water, Grass,1.1938,32.52910000000001,3,Swift Swim,Rain Dish,Own Tempo,340,60,50,50,60,70,50,120.0,70.0,119.0,Medium Slow,2,Grass, Water 1,50.0,15.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
330,272,Ludicolo,3,Normal,Carefree Pokémon,2,Water, Grass,1.4986000000000002,55.0475,3,Swift Swim,Rain Dish,Own Tempo,480,80,70,70,90,100,70,45.0,70.0,216.0,Medium Slow,2,Grass, Water 1,50.0,15.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
331,273,Seedot,3,Normal,Acorn Pokémon,1,Grass,,0.508,4.0042800000000005,3,Chlorophyll,Early Bird,Pickpocket,220,40,40,50,30,30,30,255.0,70.0,44.0,Medium Slow,2,Field, Grass,50.0,15.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
332,274,Nuzleaf,3,Normal,Wily Pokémon,2,Grass, Dark,0.9906000000000001,28.02542,3,Chlorophyll,Early Bird,Pickpocket,340,70,70,40,60,40,60,120.0,70.0,119.0,Medium Slow,2,Field, Grass,50.0,15.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0
333,275,Shiftry,3,Normal,Wicked Pokémon,2,Grass, Dark,1.2954,59.65560000000001,3,Chlorophyll,Early Bird,Pickpocket,480,90,100,60,90,60,80,45.0,70.0,216.0,Medium Slow,2,Field, Grass,50.0,15.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0
334,276,Taillow,3,Normal,TinySwallow Pokémon,2,Normal, Flying,0.3048,2.3017800000000004,2,Guts,,Scrappy,270,40,55,30,30,30,85,200.0,70.0,54.0,Medium Slow,1,Flying,,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
335,277,Swellow,3,Normal,Swallow Pokémon,2,Normal, Flying,0.7112,19.8171,2,Guts,,Scrappy,455,60,85,60,75,50,125,45.0,70.0,159.0,Medium Slow,1,Flying,,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
336,278,Wingull,3,Normal,Seagull Pokémon,2,Water, Flying,0.6096,9.506760000000002,3,Keen Eye,Hydration,Rain Dish,270,40,30,30,55,30,85,190.0,70.0,54.0,Medium Fast,2,Flying, Water 1,50.0,20.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
337,279,Pelipper,3,Normal,Water Bird Pokémon,2,Water, Flying,1.1938,28.02542,3,Keen Eye,Drizzle,Rain Dish,440,60,50,100,95,70,65,45.0,70.0,154.0,Medium Fast,2,Flying, Water 1,50.0,20.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
338,280,Ralts,3,Normal,Feeling Pokémon,2,Psychic, Fairy,0.4064,6.605700000000001,3,Synchronize,Trace,Telepathy,198,28,25,25,45,35,40,235.0,35.0,40.0,Slow,2,Amorphous, Human-Like,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
339,281,Kirlia,3,Normal,Emotion Pokémon,2,Psychic, Fairy,0.7874,20.216620000000002,3,Synchronize,Trace,Telepathy,278,38,35,35,65,55,50,120.0,35.0,97.0,Slow,2,Amorphous, Human-Like,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
340,282,Gardevoir,3,Normal,Embrace Pokémon,2,Psychic, Fairy,1.6002,48.4418,3,Synchronize,Trace,Telepathy,518,68,65,65,125,115,80,45.0,35.0,233.0,Slow,2,Amorphous, Human-Like,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
341,282,Mega Gardevoir,3,Normal,Embrace Pokémon,2,Psychic, Fairy,1.6002,48.4418,1,Pixilate,,,618,68,85,65,165,135,100,45.0,35.0,278.0,Slow,1,Amorphous,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
342,283,Surskit,3,Normal,Pond Skater Pokémon,2,Bug, Water,0.508,1.7025000000000001,2,Swift Swim,,Rain Dish,269,40,30,32,50,52,65,200.0,70.0,54.0,Medium Fast,2,Bug, Water 1,50.0,15.0,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
343,284,Masquerain,3,Normal,Eyeball Pokémon,2,Bug, Flying,0.7874,3.60476,2,Intimidate,,Unnerve,454,70,60,62,100,82,80,75.0,70.0,159.0,Medium Fast,2,Bug, Water 1,50.0,15.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
344,285,Shroomish,3,Normal,Mushroom Pokémon,1,Grass,,0.4064,4.50368,3,Effect Spore,Poison Heal,Quick Feet,295,60,40,60,40,60,35,255.0,70.0,59.0,Fluctuating,2,Fairy, Grass,50.0,15.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
345,286,Breloom,3,Normal,Mushroom Pokémon,2,Grass, Fighting,1.1938,39.234680000000004,3,Effect Spore,Poison Heal,Technician,460,60,130,80,60,60,70,90.0,70.0,161.0,Fluctuating,2,Fairy, Grass,50.0,15.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0
346,287,Slakoth,3,Normal,Slacker Pokémon,1,Normal,,0.7874,24.02114,1,Truant,,,280,60,60,60,35,35,30,255.0,70.0,56.0,Slow,1,Field,,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
347,288,Vigoroth,3,Normal,Wild Monkey Pokémon,1,Normal,,1.397,46.53954,1,Vital Spirit,,,440,80,80,80,55,55,90,120.0,70.0,154.0,Slow,1,Field,,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
348,289,Slaking,3,Normal,Lazy Pokémon,1,Normal,,2.0066,130.6158,1,Truant,,,670,150,160,100,95,65,100,45.0,70.0,252.0,Slow,1,Field,,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
349,290,Nincada,3,Normal,Trainee Pokémon,2,Bug, Ground,0.508,5.507020000000001,2,Compound Eyes,,Run Away,266,31,45,90,30,30,40,255.0,70.0,53.0,Erratic,1,Bug,,50.0,15.0,1.0,2.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
350,291,Ninjask,3,Normal,Ninja Pokémon,2,Bug, Flying,0.7874,12.01284,2,Speed Boost,,Infiltrator,456,61,90,45,50,50,160,120.0,70.0,160.0,Erratic,1,Bug,,50.0,15.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
351,292,Shedinja,3,Normal,Shed Pokémon,2,Bug, Ghost,0.7874,1.2031,1,Wonder Guard,,,236,1,90,45,30,30,40,45.0,70.0,83.0,Erratic,1,Mineral,,,15.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0
352,293,Whismur,3,Normal,Whisper Pokémon,1,Normal,,0.6096,16.31676,2,Soundproof,,Rattled,240,64,51,23,51,23,28,190.0,70.0,48.0,Medium Slow,2,Field, Monster,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
353,294,Loudred,3,Normal,Big Voice Pokémon,1,Normal,,0.9906000000000001,40.53766,2,Soundproof,,Scrappy,360,84,71,43,71,43,48,120.0,70.0,126.0,Medium Slow,2,Field, Monster,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
354,295,Exploud,3,Normal,Loud Noise Pokémon,1,Normal,,1.4986000000000002,84.07626,2,Soundproof,,Scrappy,490,104,91,63,91,73,68,45.0,70.0,221.0,Medium Slow,2,Field, Monster,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
355,296,Makuhita,3,Normal,Guts Pokémon,1,Fighting,,0.9906000000000001,86.47792,3,Thick Fat,Guts,Sheer Force,237,72,60,30,20,30,25,180.0,70.0,47.0,Fluctuating,1,Human-Like,,75.0,20.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
356,297,Hariyama,3,Normal,Arm Thrust Pokémon,1,Fighting,,2.3114,254.02662,3,Thick Fat,Guts,Sheer Force,474,144,120,60,40,60,50,200.0,70.0,166.0,Fluctuating,1,Human-Like,,75.0,20.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
